ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD),Dosage,Cost per KG,Delivery Status
1889,107-RW-T01,Pre-PQ Process,SCMS-25520,ASN-2080,Rwanda,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,6/13/2008,2008-07-23,2008-07-23,23-Jul-08,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,Tablet - FDC,60,61021,725539.69,11.89,0.2,"Aurobindo Unit III, India",True,6768.0,38120.96,1160.86,150/300/200mg,5.632529550827423,On-Time
791,119-NA-T01,Pre-PQ Process,SCMS-31180,ASN-2717,Namibia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,9/24/2008,2008-10-29,2008-10-29,29-Oct-08,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,Test kit,100,150,10798.5,71.99,0.72,Inverness Japan,True,46.0,2698.04,21.17,,58.65304347826087,On-Time
7032,108-VN-T01,Pre-PQ Process,SCMS-20490,ASN-1795,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/31/2008,2008-06-02,2008-06-02,2-Jun-08,ARV,Pediatric,Aurobindo Pharma Limited,"Zidovudine 100mg, capsules, 100 Caps",Zidovudine,Generic,Capsule,100,630,3458.7,5.49,0.05,"Aurobindo Unit III, India",True,48.0,2729.91,5.53,100mg,56.873124999999995,On-Time
4283,106-HT-T01,Pre-PQ Process,SCMS-17670,ASN-1519,Haiti,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,2/15/2008,2008-04-11,2008-04-11,11-Apr-08,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,Tablet,60,180,1850.4,10.28,0.17,ABBVIE Ludwigshafen Germany,True,31.0,910.86,2.96,100/25mg,29.38258064516129,On-Time
1134,102-KE-T01,Pre-PQ Process,SCMS-42980,ASN-4343,Kenya,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/4/2009,2009-07-10,2009-07-10,10-Jul-09,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,Test kit,100,7500,600000.0,80.0,0.8,Inverness Japan,True,2215.0,16835.31,1176.0,,7.600591422121897,On-Time
5658,114-UG-T01,Pre-PQ Process,SCMS-18910,ASN-1614,Uganda,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/13/2008,2008-06-02,2008-06-02,2-Jun-08,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,Test kit,20,85,2720.0,32.0,1.6,"Trinity Biotech, Plc",True,85.0,1253.98,4.35,,14.752705882352942,On-Time
610,108-VN-T01,Pre-PQ Process,SCMS-26180,ASN-2274,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/1/2008,2008-09-19,2008-09-19,19-Sep-08,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,Tablet,60,38640,92736.0,2.4,0.04,"Aurobindo Unit III, India",True,2719.0,18614.72,148.38,150mg,6.8461640308937115,On-Time
116,108-VN-T01,Pre-PQ Process,SCMS-759,ASN-632,Vietnam,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,7/4/2007,2007-08-27,2007-08-27,27-Aug-07,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,Tablet,120,500,41095.0,82.19,0.68,ABBVIE Ludwigshafen Germany,True,117.0,1767.38,65.75,200/50mg,15.105811965811967,On-Time
2765,108-VN-T01,Pre-PQ Process,SCMS-749,ASN-737,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/3/2007,2007-10-02,2007-10-02,2-Oct-07,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,Tablet,30,22500,277425.0,12.33,0.41,"Aurobindo Unit III, India",True,2895.0,18045.24,443.88,600mg,6.233243523316062,On-Time
1527,102-NG-T01,Pre-PQ Process,SCMS-14640,ASN-1167,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,11/30/2007,2008-01-21,2008-01-21,21-Jan-08,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,Test kit,20,10000,270000.0,27.0,1.35,Chembio Diagnostics Sys. Inc.,True,3336.0,28002.75,432.0,,8.394109712230216,On-Time
9085,104-CI-T01,Pre-PQ Process,SCMS-42600,ASN-4242,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/2/2009,2009-07-01,2009-07-01,1-Jul-09,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,Test kit,25,500,10000.0,20.0,0.8,"Standard Diagnostics, Korea",True,136.0,2094.08,19.6,,15.397647058823528,On-Time
5596,128-BJ-T01,Pre-PQ Process,SCMS-17280,ASN-1380,Benin,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2/6/2008,2008-03-10,2008-03-04,4-Mar-08,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,Test kit,100,1436,103377.64,71.99,0.72,Inverness Japan,True,327.0,6687.51,165.4,,20.451100917431194,On-Time
7091,102-BW-T01,Pre-PQ Process,SCMS-22680,ASN-1832,Botswana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/28/2008,2008-07-03,2008-07-03,3-Jul-08,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,Test kit,20,500,16000.0,32.0,1.6,"Trinity Biotech, Plc",True,500.0,2442.32,25.6,,4.88464,On-Time
5147,119-NA-T01,Pre-PQ Process,SCMS-44970,ASN-4081,Namibia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/29/2009,2009-05-27,2009-05-27,27-May-09,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,Test kit,20,6760,216320.0,32.0,1.6,"Trinity Biotech, Plc",True,2261.0,17643.81,423.99,,7.803542680229987,On-Time
7183,107-RW-T01,Pre-PQ Process,SCMS-25210,ASN-1966,Rwanda,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,6/12/2008,2008-07-04,2008-07-04,4-Jul-08,HRDT,HIV test,Premier Medical Corporation Ltd.,"HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit, 30 Tests","HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit",First Response,Test kit,30,6180,101970.0,16.5,0.55,Premier Med. Corp Ltd. India,True,2130.0,17331.66,163.15,,8.13692957746479,On-Time
7868,109-TZ-T01,Pre-PQ Process,SCMS-46510,ASN-4696,Tanzania,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,5/28/2009,2009-09-25,2009-09-25,25-Sep-09,ARV,Adult,Hoffmann-La Roche ltd Basel,"Saquinavir 200mg [Invirase], capsules, 270 Caps",Saquinavir,Invirase,Capsule,270,5178,461436.41,89.11,0.33,Roche Basel,True,2666.0,16751.58,904.42,200mg,6.283413353338335,On-Time
6962,111-MZ-T01,Pre-PQ Process,SCMS-18060,ASN-1650,Mozambique,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2/25/2008,2008-06-13,2008-05-27,27-May-08,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,Test kit,100,4200,302358.0,71.99,0.72,Inverness Japan,True,965.0,7781.88,483.77,,8.064124352331607,On-Time
6622,114-UG-T01,Pre-PQ Process,SCMS-160,ASN-124,Uganda,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,2007-01-02,2007-01-02,2-Jan-07,ARV,Adult,STRIDES ARCOLAB LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,Tablet,60,6349,21586.6,3.4,0.06,"Strides, Bangalore, India.",True,355.0,3181.2,,200mg,8.96112676056338,On-Time
4456,108-VN-T01,Pre-PQ Process,SCMS-23310,ASN-2486,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/14/2008,2008-10-11,2008-10-11,11-Oct-08,ARV,Adult,CIPLA LIMITED,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,Tablet - FDC,60,15360,113664.0,7.4,0.12,"Cipla, Goa, India",True,1360.0,5412.14,181.86,150/200/30mg,3.979514705882353,On-Time
3848,108-VN-T01,Pre-PQ Process,SCMS-45020,ASN-4403,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/29/2009,2009-08-03,2009-08-03,3-Aug-09,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,Tablet,30,6552,42588.0,6.5,0.22,Mylan (formerly Matrix) Nashik,True,524.0,4453.71,83.47,600mg,8.499446564885496,On-Time
985,109-TZ-T01,Pre-PQ Process,SCMS-38370,ASN-3751,Tanzania,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,2/5/2009,2009-05-28,2009-05-28,28-May-09,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,Oral solution,300,524,21536.4,41.1,0.14,ABBVIE (Abbott) Logis. UK,True,644.0,6668.61,42.21,80/20mg/ml,10.354984472049688,On-Time
6994,119-NA-T01,Pre-PQ Process,SCMS-18890,ASN-1487,Namibia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/14/2008,2008-04-02,2008-04-02,2-Apr-08,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Clearview Complete Kit, 25 Tests","HIV 1/2, Clearview Complete Kit",Clearview,Test kit,25,271,20325.0,75.0,3.0,Inverness USA,True,260.0,1496.76,32.52,,5.756769230769231,On-Time
1213,108-VN-T01,Pre-PQ Process,SCMS-46550,ASN-4488,Vietnam,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,5/27/2009,2009-07-28,2009-07-28,28-Jul-09,ARV,Pediatric,BRISTOL-MYERS SQUIBB,"Didanosine 25mg [Videx], chewable tablets, 60 Tabs",Didanosine,Videx,Chewable/dispersible tablet,60,400,2800.0,7.0,0.12,"BMS Meymac, France",True,148.0,14.36,5.49,25mg,0.09702702702702702,On-Time
8263,102-NG-T01,Pre-PQ Process,SCMS-16890,ASN-2267,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,1/29/2008,2008-09-19,2008-08-20,20-Aug-08,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,Test kit,20,6520,176040.0,27.0,1.35,Chembio Diagnostics Sys. Inc.,True,2224.0,12768.47,281.66,,5.741218525179856,On-Time
8770,117-ET-T01,Pre-PQ Process,SCMS-32640,ASN-2936,Ethiopia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,10/27/2008,2008-12-03,2008-12-01,1-Dec-08,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,Test kit,1,3470,79810.0,23.0,23.0,"KHB Test Kit Facility, Shanghai China",True,2509.0,22803.8,156.43,,9.088800318852131,On-Time
8005,102-GY-T01,Pre-PQ Process,SCMS-433,ASN-281,Guyana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/1/2007,2007-03-27,2007-03-27,27-Mar-07,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,Test kit,20,50,1350.0,27.0,1.35,Chembio Diagnostics Sys. Inc.,True,18.0,378.6,,,21.033333333333335,On-Time
45,109-TZ-T01,Pre-PQ Process,SCMS-140,ASN-94,Tanzania,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,2006-11-24,2006-11-24,24-Nov-06,ARV,Adult,Aurobindo Pharma Limited,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,Tablet,60,16667,60834.55,3.65,0.06,"Aurobindo Unit III, India",True,1478.0,6212.41,,200mg,4.203254397834912,On-Time
4804,109-TZ-T01,Pre-PQ Process,SCMS-33690,ASN-3229,Tanzania,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,11/14/2008,2009-03-02,2009-03-02,2-Mar-09,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,Test kit,20,1678,53696.0,32.0,1.6,"Trinity Biotech, Plc",True,554.0,4810.99,105.24,,8.684097472924188,On-Time
9095,102-KE-T01,Pre-PQ Process,SCMS-42981,ASN-4647,Kenya,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/14/2009,2009-07-10,2009-08-28,28-Aug-09,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,Test kit,100,7500,600000.0,80.0,0.8,Inverness Japan,True,2215.0,17974.69,1176.0,,8.114984198645598,Late
2785,108-VN-T01,Pre-PQ Process,SCMS-10060,ASN-639,Vietnam,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,7/20/2007,2007-09-10,2007-09-10,10-Sep-07,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,Oral solution,300,200,16440.0,82.2,0.27,ABBVIE (Abbott) Logis. UK,True,340.0,2326.1,26.3,80/20mg/ml,6.8414705882352935,On-Time
3154,102-BW-T01,Pre-PQ Process,SCMS-22770,ASN-2234,Botswana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/28/2008,2009-01-20,2008-09-03,3-Sep-08,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,Test kit,100,100,7199.0,71.99,0.72,Inverness Japan,True,25.0,1038.39,11.52,,41.5356,On-Time
5233,100-CI-T01,Pre-PQ Process,SCMS-3,ASN-6,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,2006-05-02,2006-05-02,2-May-06,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, (no accessories), 30 Tests","HIV 1/2, Bioline 3.0 Kit (no accessories)",Bioline,Test kit,30,31,734.7,23.7,0.79,"Standard Diagnostics, Korea",True,11.0,515.32,,,46.84727272727273,On-Time
2823,102-GY-T01,Pre-PQ Process,SCMS-11670,ASN-967,Guyana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,8/28/2007,2007-12-03,2007-12-03,3-Dec-07,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,Test kit,20,2220,71040.0,32.0,1.6,"Trinity Biotech, Plc",True,732.0,6524.19,113.66,,8.912827868852458,On-Time
2562,104-CI-T01,Pre-PQ Process,SCMS-45110,ASN-4046,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/29/2009,2009-06-09,2009-06-09,9-Jun-09,HRDT,HIV test,BIO-RAD LABORATORIES (FRANCE),"#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests","HIV, Genie II HIV-1/HIV-2 Kit",Genie,Test kit,40,140,15400.0,110.0,2.75,Bio-Rad Laboratories,True,158.0,4318.21,30.18,,27.330443037974685,On-Time
176,102-NG-T01,Pre-PQ Process,SCMS-11750,ASN-745,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,8/28/2007,2007-10-03,2007-10-03,3-Oct-07,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,Test kit,20,10000,270000.0,27.0,1.35,Chembio Diagnostics Sys. Inc.,True,3263.0,20885.78,432.0,,6.4007906834201655,On-Time
65,106-HT-T01,Pre-PQ Process,SCMS-274,ASN-162,Haiti,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,2007-01-18,2007-01-18,18-Jan-07,HRDT,HIV test,Abbott GmbH & Co. KG,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,Test kit,100,750,60000.0,80.0,0.8,ABBVIE GmbH & Co.KG Wiesbaden,True,256.0,1760.32,,,6.87625,On-Time
637,108-VN-T01,Pre-PQ Process,SCMS-26200,ASN-2563,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/3/2008,2008-10-08,2008-10-08,8-Oct-08,ARV,Adult,Aurobindo Pharma Limited,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,Capsule,60,42000,60900.0,1.45,0.02,"Aurobindo Unit III, India",True,2600.0,10179.16,97.44,30mg,3.9150615384615386,On-Time
2173,141-NA-T01,Pre-PQ Process,SCMS-33850,ASN-3110,Namibia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,11/20/2008,2009-01-27,2009-01-27,27-Jan-09,HRDT,HIV test,INVERNESS MEDICAL INNOVATIONS SOUTH AFRICA (PTY) LTD,"HIV 1/2, Clearview Complete Kit, 25 Tests","HIV 1/2, Clearview Complete Kit",Clearview,Test kit,25,3,225.0,75.0,3.0,Inverness USA,True,3.0,963.34,0.44,,321.11333333333334,On-Time
2632,105-GY-T01,Pre-PQ Process,SCMS-48690,ASN-4600,Guyana,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,7/15/2009,2009-08-07,2009-08-07,7-Aug-09,ARV,Adult,ABBOTT LABORATORIES (PUERTO RICO),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,Tablet,120,2733,224625.27,82.19,0.68,ABBVIE Ludwigshafen Germany,True,589.0,314.0,440.27,200/50mg,0.533106960950764,On-Time
3421,131-NG-T01,Pre-PQ Process,SCMS-26482,ASN-2589,Nigeria,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,9/17/2008,2008-10-10,2008-10-10,10-Oct-08,ARV,Adult,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg [Atripla], tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Atripla,Tablet - FDC,30,5900,297360.0,50.4,1.68,"MSD, Haarlem, NL",True,493.0,1727.2,475.78,600/200/300mg,3.503448275862069,On-Time
64,107-RW-T01,Pre-PQ Process,SCMS-268,ASN-242,Rwanda,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,12/22/2006,2007-02-27,2007-02-27,27-Feb-07,ARV,Adult,CIPLA LIMITED,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,Tablet - FDC,60,10000,99800.0,9.98,0.17,"Cipla, Goa, India",True,7416.0,64179.42,,150/300mg,8.65418284789644,On-Time
1549,123-NG-T01,Pre-PQ Process,SCMS-15550,ASN-1197,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,2008-02-05,2008-02-05,5-Feb-08,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,Test kit,100,650,51993.5,79.99,0.8,Inverness Japan,True,148.0,2577.27,83.19,,17.413986486486486,On-Time
15,108-VN-T01,Pre-PQ Process,SCMS-78,ASN-50,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,2006-09-01,2006-09-01,1-Sep-06,ARV,Adult,SUN PHARMACEUTICAL INDUSTRIES LTD (RANBAXY LABORATORIES LIMITED),"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,Tablet,60,31920,127360.8,3.99,0.07,"Ranbaxy, Paonta Shahib, India",True,1855.0,16007.06,,150mg,8.629142857142856,On-Time
6693,102-GY-T01,Pre-PQ Process,SCMS-766,ASN-588,Guyana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/6/2007,2007-08-08,2007-08-08,8-Aug-07,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,Test kit,20,50,1350.0,27.0,1.35,Chembio Diagnostics Sys. Inc.,True,13.0,581.1,2.16,,44.7,On-Time
9530,100-HT-T01,Pre-PQ Process,SCMS-15490,ASN-4374,Haiti,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,1/8/2008,2009-07-06,2009-07-06,6-Jul-09,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Capillus HIV Kit, 100 Tests","HIV 1/2, Capillus HIV Kit",Capillus,Test kit,100,3,417.0,139.0,1.39,"Trinity Biotech, Plc",True,2.0,1800.33,0.82,,900.165,On-Time
5428,104-CI-T01,Pre-PQ Process,SCMS-12400,ASN-794,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,9/18/2007,2007-10-23,2007-10-23,23-Oct-07,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, (no accessories), 30 Tests","HIV 1/2, Bioline 3.0 Kit (no accessories)",Bioline,Test kit,30,2000,47000.0,23.5,0.78,"Standard Diagnostics, Korea",True,750.0,7961.7,75.2,,10.6156,On-Time
3552,102-GY-T01,Pre-PQ Process,SCMS-35570,ASN-3511,Guyana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,12/11/2008,2009-03-17,2009-03-17,17-Mar-09,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,Test kit,100,213,15336.0,72.0,0.72,Inverness Japan,True,64.0,1083.36,30.06,,16.9275,On-Time
2741,102-NG-T01,Pre-PQ Process,SCMS-687,ASN-587,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,6/8/2007,2007-07-10,2007-08-03,3-Aug-07,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,Test kit,20,11500,310500.0,27.0,1.35,Chembio Diagnostics Sys. Inc.,True,3276.0,43664.71,496.8,,13.328666056166055,Late
5119,104-CI-T01,Pre-PQ Process,SCMS-44050,ASN-3985,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/15/2009,2009-06-10,2009-06-09,9-Jun-09,HRDT,HIV test,BIO-RAD LABORATORIES (FRANCE),"#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests","HIV, Genie II HIV-1/HIV-2 Kit",Genie,Test kit,40,476,52360.0,110.0,2.75,Bio-Rad Laboratories,True,534.0,9471.52,102.63,,17.73692883895131,On-Time
8271,128-BJ-T01,Pre-PQ Process,SCMS-17290,ASN-1355,Benin,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2/6/2008,2008-03-04,2008-03-04,4-Mar-08,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,Test kit,25,232,4640.0,20.0,0.8,"Standard Diagnostics, Korea",True,70.0,1136.37,7.42,,16.23385714285714,On-Time
6724,108-VN-T01,Pre-PQ Process,SCMS-10970,ASN-1017,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/3/2007,2007-12-19,2007-12-19,19-Dec-07,ARV,Pediatric,Aurobindo Pharma Limited,"Didanosine 100mg, chewable/dispersible tablets, 60 Tabs",Didanosine,Generic,Chewable/dispersible tablet,60,1200,9300.0,7.75,0.13,"Aurobindo Unit III, India",True,249.0,3719.91,14.88,100mg,14.939397590361445,On-Time
1307,102-NG-T01,Pre-PQ Process,SCMS-343,ASN-259,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,2007-03-15,2007-03-30,30-Mar-07,HRDT,HIV test,BIO-RAD LABORATORIES (FRANCE),"#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests","HIV, Genie II HIV-1/HIV-2 Kit",Genie,Test kit,40,375,28500.0,76.0,1.9,Bio-Rad Laboratories,True,402.0,4445.75,,,11.05907960199005,Late
1356,108-VN-T01,Pre-PQ Process,SCMS-749,ASN-744,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/3/2007,2007-10-02,2007-10-02,2-Oct-07,ARV,Pediatric,Aurobindo Pharma Limited,"Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",Nevirapine,Generic,Oral suspension,240,1000,1920.0,1.92,0.01,"Aurobindo Unit III, India",True,960.0,13762.41,3.07,10mg/ml,14.33584375,On-Time
